beer_beerid,beer_name,brewery_name,review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_abv
8784,Hirsch Bavarian-Weissbier Hefeweisse,Der HirschBrau/Privatbrauerei Höss,5,4.5,3,Hefeweizen,4.5,4.5,4.7
17005,Hopf Red,Weissbierbrauerei Hopf,4,3.5,4,Hefeweizen,4,4.5,4.7
2249,In-Heat Wheat,Flying Dog Brewery,5,4,4,Hefeweizen,4,4,4.7
39601,Jolly Weizen,Jolly Brewery+Restaurant,2.5,2.5,3.5,Hefeweizen,2.5,2.5,4.7
55207,Kaiserdom Hefe-Weissbier Naturtrüb,Kaiserdom Privatbrauerei Bamberg,3,2.5,2.5,Hefeweizen,2.5,2.5,4.7
59119,Mission St. Hefeweizen,Steinhaus Brewing Co.,5,3.5,4,Hefeweizen,4.5,4,4.7
42384,Murrieta Hefeweizen,Murrieta Pizza & Brewing,4,3.5,3.5,Hefeweizen,4,3.5,4.7
55924,Sleepy Dog Hound Hefeweizen,Sleepy Dog Brewery,3.5,3.5,4,Hefeweizen,3.5,3.5,4.7
53826,Taquamari,Birrificio Pausa Cafe,4.5,4.5,4.5,Hefeweizen,4,4,4.7
24765,Tram Weizen,Altes Tramdepot,4,4,3.5,Hefeweizen,4,4,4.7
17905,Uerige Weizen,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,4,3.5,4,Hefeweizen,4,3.5,4.7
56159,Wag's Wheat,Granite City Food & Brewery,4,3,3.5,Hefeweizen,3,3,4.7
55008,Wheatlander Hefe-weizen,Limestone Brewing Company,4.5,4.5,5,Hefeweizen,4,3.5,4.7
7684,Williamsburg Wheat Ale,Williamsburg Brewing Company,4,3.5,3.5,Hefeweizen,3.5,3.5,4.7
46156,Wintergreen Weiss,Devils Backbone Brewing Company,4,3.5,4,Hefeweizen,4,4,4.7
6138,Batemans Marie Celeste,George Bateman and Son Ltd. / Batemans Brewery,2.5,2.5,2.5,Hefeweizen,2.5,2.5,4.6
5232,Brewer's Alley Hefe-Weizen,Brewer's Alley Restaurant & Brewery,5,5,5,Hefeweizen,4.5,5,4.6
38033,Chevalier Hefe Weizen,Bridge Road Brewers,4,3.5,3.5,Hefeweizen,3.5,3.5,4.6
73614,El Jefe,Intuition Ale Works,4,4,4,Hefeweizen,4,4.5,4.6
27210,German Style Wheat Beer,Erie Brewing Co.,3.5,3,4,Hefeweizen,3,2.5,4.6
49900,Henley Gold,Lovibonds Brewery Ltd,3.5,3.5,4,Hefeweizen,3.5,3.5,4.6
15502,Kösslarn Hefeweisse,Weissbräu Kösslarn,5,4.5,5,Hefeweizen,5,4.5,4.6
36233,L'Abord-À-Plouffe,AMB - Maître Brasseur,1,1.5,2,Hefeweizen,1,1.5,4.6
50811,Millstone Wheat Beer,Triple Rock Brewery & Alehouse,3,3.5,4,Hefeweizen,4,3.5,4.6
62263,Pfister Hefeweizen,Brauerei Gasthof Pfister GmbH,5,3,5,Hefeweizen,4.5,4.5,4.6
33793,St. Georgenbräu Weissbier,St. Georgenbräu,4,4,4,Hefeweizen,4.5,4,4.6
40524,The Love,Starr Hill Brewery,5,5,4.5,Hefeweizen,4.5,4.5,4.6
23136,Tuborg Classic Hvede,Tuborgs Bryggerier A/S,4,3,4,Hefeweizen,3.5,3,4.6
8338,Ultimate Weiss,Chicago Brewing Company,5,4.5,4,Hefeweizen,4,4.5,4.6
9053,Waïssen Ourdaller,Brasserie Cornelyshaff á Heinescheid,4,3.5,3,Hefeweizen,4,3.5,4.6
29131,Weizenheimer Wheat,Chicago Brewing Company,5,4,4.5,Hefeweizen,4,4.5,4.6
54448,Wollaston Wheaty,The Flying Horse Bar & Brewery,4,4,5,Hefeweizen,4,3.5,4.6
20271,Alba,BABB Srl,2,1.5,2,Hefeweizen,1.5,2,4.5
29038,Baileywheat Hefeweizen,Silver Peak Restaurant & Brewery,4.5,3.5,4,Hefeweizen,4,4.5,4.5
11635,Bavarian Hefe-Weizen,Streets Of New York / Uptown Brewery,4.5,4.5,4.5,Hefeweizen,4.5,4.5,4.5
5698,Bavarian Wheat,Southampton Publick House,5,4,4.5,Hefeweizen,4,4,4.5
30023,Berkshire Hefeweizen,Berkshire Brewing Company Inc.,5,3.5,4.5,Hefeweizen,4.5,4.5,4.5
31759,Buzzards Bay Hefe Weizen,Buzzards Bay Brewing,5,4.5,4,Hefeweizen,4.5,4.5,4.5
75811,Cat Tail,Big Woods Brewing Co.,4,4,4.5,Hefeweizen,4,4,4.5
35512,Cereal Killer,North Yorkshire Brewing Company,3,3.5,3.5,Hefeweizen,3.5,3,4.5
71091,Chodovar Bile,Chodovar Brewery,3,3.5,3,Hefeweizen,3.5,3.5,4.5
49086,Creekside Hefeweizen,Creekside Brewing Company,4,3.5,4,Hefeweizen,4,3.5,4.5
13110,Detroit Beer Co. Schizo-Weizen,Detroit Beer Co.,4.5,4,3.5,Hefeweizen,3.5,4,4.5
13221,Dukes Big Ass Beer (Hefeweizen),Jack Russell Brewing Company,3,3,3,Hefeweizen,3,3,4.5
61320,Duncan's Weizen,Laurelwood Public House & Brewery,3.5,3,3.5,Hefeweizen,3.5,3,4.5
20000,Ekstra Baltic Weisse Beer,Gubernija Brewery,5,4.5,5,Hefeweizen,5,4.5,4.5
22490,El Jefe Weizen Ale,Hale's Ales Brewery & Pub,4.5,5,4,Hefeweizen,3.5,4,4.5
77105,Estrada Real Weiss,Micro Cervejaria Falke Bier,4.5,4.5,3,Hefeweizen,4.5,4.5,4.5
26686,Granary Wheat Premium Ale,Trafalgar Ales & Meads,4.5,3.5,4,Hefeweizen,3,3.5,4.5
43436,Half Moon Hefeweizen,Half Moon Restaurant & Brewery,4.5,4,3.5,Hefeweizen,3,3.5,4.5
541,Haymarket Hefe-Weizen,Beer Works,5,5,4.5,Hefeweizen,4.5,5,4.5
2340,Heartland Brewery HefeWeizen,Heartland Brewery Union Square,3.5,4,4.5,Hefeweizen,3.5,3.5,4.5
11245,Horseshoe Hefeweizen,Oak Creek Brewery And Grill,4.5,4.5,4,Hefeweizen,4.5,4.5,4.5
13940,Hot Spots Hefeweizen,Port Brewing Company / Pizza Port,5,5,5,Hefeweizen,5,5,4.5
71363,Humdinger Hefeweizen,Five Seasons Prado,3.5,3.5,4.5,Hefeweizen,4,3.5,4.5
40412,Hunter Hefeweizen,Potters Hotel & Brewery (Hunter Beer Co),3,2.5,3,Hefeweizen,3.5,3,4.5
28421,Königsberg Weiss,Pivovariya Ivana Taranova,3,3,3.5,Hefeweizen,2.5,2.5,4.5
5053,Kvietinis Natural Wheat Beer (Weissbier),Gubernija Brewery,4.5,4,4.5,Hefeweizen,4.5,4,4.5
71574,Mcloud,Bullfrog Brewery,4,4,3.5,Hefeweizen,4,3.5,4.5
60475,Mi Mei Honey Plum Hefeweizen,Roth Brewing Company,3,3,4,Hefeweizen,2.5,2.5,4.5
9031,Niederkassel Hefeweizen,Bethlehem Brew Works,5,4,4.5,Hefeweizen,4.5,4,4.5
11443,Oak Creek Hefeweizen,Oak Creek Brewing Co.,4.5,4,4,Hefeweizen,4,4,4.5
31085,Pioneer Bavarian Wheat,Pioneer Brewing Co.,5,3.5,4,Hefeweizen,5,4,4.5
64481,Scighera,Birrificio Menaresta,3.5,3,3,Hefeweizen,3,3,4.5
29143,Sin City Weiss,Sin City Brewing Co.,5,5,4,Hefeweizen,4.5,5,4.5
59156,Skyway Fog Hefeweizen,Sarasota Brewing Company,3,3,3,Hefeweizen,3,2.5,4.5
17925,Sommerzeit Hefe Weizen,Delafield Brewhaus,4.5,4.5,4.5,Hefeweizen,4.5,4.5,4.5
71738,Springfield Wheat,Rolling Meadows Brewery,4,3.5,4,Hefeweizen,4,4,4.5
45069,Terrapin SunRay Wheat Beer,Terrapin Beer Company,5,4,3.5,Hefeweizen,4,5,4.5
57071,Waiheke Island Wharf Rd,Waiheke Island Brewery Ltd,4,3.5,4.5,Hefeweizen,4.5,4.5,4.5
53547,Weizen Bam With Hibiscus Flowers,Jolly Pumpkin Artisan Ales,5,3.5,4,Hefeweizen,5,4,4.5
39986,Wheatfield Hefeweizen,Omaha Jack's Grillhouse & Brewery,3,2.5,3,Hefeweizen,3,2.5,4.5
13916,Wine Country Wheat,Bear Republic Brewing Co.,5,4,4,Hefeweizen,4,4,4.5
35572,Woodstock Wheat,Hog Haus Brewing Company,5,4,4.5,Hefeweizen,4.5,4.5,4.5
37587,ZikadeWeiss,Flossmoor Station Restaurant & Brewery,4.5,3.5,3,Hefeweizen,3,3.5,4.5
48644,Glops Blanca,Llupols I Llevats S.L.,4,3,3.5,Hefeweizen,2,2.5,4.4
57108,Macarthur Wheat,Infusion Restaurant Bar & Micro Brewery,4,3.5,3,Hefeweizen,4,4,4.4
3385,Schell's Hefeweizen,August Schell Brewing Company,5,4,4.5,Hefeweizen,4.5,4,4.4
65694,Dry Dock Hefeweizen,Dry Dock Brewing Co.,5,4.5,4.5,Hefeweizen,5,5,4.3
59945,Dry Dock Hefeweizen (formerly U-Boat),Dry Dock Brewing Co.,5,4,4.5,Hefeweizen,3.5,4.5,4.3
51876,LLuna,Bodega Artesana,4.5,4,4,Hefeweizen,5,4,4.3
4484,Snipes Hefeweizen,Snipes Mountain Microbrewery & Restaurant,3.5,2.5,3,Hefeweizen,2.5,3,4.3
16286,Subchaser Hefe-Weizen,Rocky River Brewing,4,4,3.5,Hefeweizen,4.5,4.5,4.3
34216,Takau Hefeweizen,Takau Brewery,3,3.5,3.5,Hefeweizen,3.5,3.5,4.3
24034,Whistle Whetting Wheat,Manayunk Brewery and Restaurant,4.5,4.5,4,Hefeweizen,4,4.5,4.3
37002,Hemi-Weizen,Termini Brewing,2.5,2.5,2.5,Hefeweizen,3,3,4.26
32400,Azumino Weizen,Azumino Brewery,3.5,4,4,Hefeweizen,3,4,4.2
13730,Claim Jumper Hefeweizen,Bayhawk Ales,4.5,4,4,Hefeweizen,4,4.5,4.2
19083,Crossroads German Wheat,Kelley Brothers Brewing Company,3.5,3.5,4,Hefeweizen,3.5,3.5,4.2
41750,Floating Rock Hefeweizen,Mammoth Brewing Company,4.5,4,4,Hefeweizen,4.5,4.5,4.2
802,Hefe Weiss,Sprecher Brewing Company,5,3.5,3.5,Hefeweizen,4,4,4.2
58174,Hopfenweizen,Iron Hill Brewery & Restaurant,4.5,4,4,Hefeweizen,4,4,4.2
49917,Kmetsko Wheat,Pri Kmeta - The Mayor Brewpub,4,3.5,3,Hefeweizen,3,3.5,4.2
39572,Rain Cross Hefeweizen,Raxx Barbecue & Brewing Co.,3.5,2.5,1,Hefeweizen,3,3,4.2
23209,Steinweizen,Hazel Dell Brewpub,2.5,3,4,Hefeweizen,3,2.5,4.2
12761,Willimantic Workingman's Wheat,Willimantic Brewing Co.,4.5,4,3.5,Hefeweizen,4,4,4.2
2136,Nutfield Summer Wheat,"Old Nutfield Brewing Company, Ltd.",4,3,3,Hefeweizen,3.5,4,4.1
19062,Altstadt Weissbier,Drayman's Brewery,4,3.5,3,Hefeweizen,3.5,3.5,4
70460,Banana Boat,Odd Side Ales,4,4,4,Hefeweizen,4,4,4
29591,Bee's Knees Honey Wheat,Roosters Brewing Company and Restaurant,4,3.5,4,Hefeweizen,3.5,2.5,4
67204,Buckeye Roots Hefeweizen,Neil House Brewery & Homebrew Supply,4,3.5,4,Hefeweizen,4,4,4
5737,Elephant Hill Hefeweizen,Moab Brewery,4.5,3.5,4.5,Hefeweizen,3,3.5,4
5611,Golden Spike Hefeweizen,Uinta Brewing Company,4.5,4,3.5,Hefeweizen,3.5,4,4
5659,Happy Valley Hefeweizen,Desert Edge Brewery,4,3.5,3.5,Hefeweizen,4,4,4
24232,Hobo Hefe,Liberator Brewing Company & HomeBrew Supply,2.5,2.5,2.5,Hefeweizen,2.5,2.5,4
7378,Hocking Hills Hefeweizen,Barrel House Brewing Company,5,3,3.5,Hefeweizen,4,3,4
12320,Leavenworth Whistling Pig Wheat Ale,Fish Brewing Company / Fishbowl Brewpub,4.5,4.5,4.5,Hefeweizen,4,5,4
3788,Red Rock Bavarian Weiss,Red Rock Brewing Company,3.5,4.5,4,Hefeweizen,3.5,4.5,4
45882,Ruby River Hefeweizen,Ruby River Steakhouse & Brewery,3,3,3,Hefeweizen,3.5,3.5,4
34548,Squatters American Wheat,Utah Brewers Cooperative,4.5,4,4,Hefeweizen,4.5,4.5,4
1684,Wasatch Hefe-Weizen,Utah Brewers Cooperative,4,3,3.5,Hefeweizen,3,3.5,4
965,Pike Weisse,Pike Pub & Brewery,4,4,3.5,Hefeweizen,3.5,4,3.8
29527,Thunder Canyon El Hefe Weizen,Thunder Canyon Brewery,3.5,3,3.5,Hefeweizen,3.5,3,3.8
5461,Wilderness Wheat Ale,Firehouse Brewing Co.,5,3,3,Hefeweizen,4.5,4,3.8
19735,"Åbro Bryggmästarens Veteöl 3,5%",Åbro Bryggeri,4,3,2.5,Hefeweizen,2.5,3,3.5
25894,"Falcon Weiss 3,5%",Carlsberg Sverige AB,2,2.5,3,Hefeweizen,2,1.5,3.5
56006,Weize Guy Light Hefeweizen,Joseph James Brewing Inc.,4,3,2,Hefeweizen,3,4,3.5
12499,Maisel's Weisse Leicht,Brauerei Gebrüder Maisel GmbH & Co.,4,3.5,3.5,Hefeweizen,3.5,4,3.4
9687,Hopf Die Leichtere,Weissbierbrauerei Hopf,3,3.5,4,Hefeweizen,2,3,3.3
8904,Schneider Weisse Leicht,Weisses Bräuhaus G. Schneider & Sohn GmbH,3,2.5,3,Hefeweizen,3,3,3.3
70683,Ayinger Leichte Bräu-Weisse,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,2.5,3,3,Hefeweizen,2.5,3,3.2
27378,Hallerndorfer Leichtes Weizen,Brauerei Gasthof Rittmayer,4,3,3.5,Hefeweizen,3.5,3,3.2
11571,Weihenstephaner Hefeweissbier Leicht,Bayerische Staatsbrauerei Weihenstephan,4,4,4,Hefeweizen,3.5,4,3.2
9823,Erdinger Weissbier Leicht,Erdinger Weissbräu,2,2,3,Hefeweizen,2.5,2.5,2.9
40751,König Ludwig Weissbier Leicht,Kaltenberg International / König Ludwig International GmbH & Co.KG,4,3.5,4,Hefeweizen,3.5,3.5,2.9
35355,Kitzmann Leichtes Weissbier,Kitzmann Bräu,5,4,3.5,Hefeweizen,4.5,4,2.9
42077,Leichtes Weizen,Felsen Bräu W. Glossner KG,3,3,3.5,Hefeweizen,2.5,2,2.8
41091,Schofferhofer Grapefruit Hefeweizen,Binding-Brauerei AG,4.5,3.5,3.5,Hefeweizen,3.5,3.5,2.5
10582,3 Weiss Men,James Squire Brewhouse / Portland Hotel,3,3,3,Hefeweizen,3,3.5,
41718,A.M. Wheat,Steamworks Brewing Co.,4.5,2.5,2.5,Hefeweizen,4.5,4,
15409,Alcatraz Weiss Guy Wheat,Alcatraz Brewing Co.,4,3.5,4,Hefeweizen,4,3.5,
35561,Alkoholfrei Hefeweizen,Pyraser Bier GmbH & Co. KG,3.5,4,4,Hefeweizen,3.5,3,
32880,Alt-Oberurseler Dunkles Hefeweizen,Alt-Oberurseler Brauhaus,4,3.5,4.5,Hefeweizen,3.5,3.5,
26229,American Hefeweizen (LB No. 11),Gella's Diner & Lb. Brewing Co.,4,3,3,Hefeweizen,4.5,4.5,
18776,Appenzell Weizenbier,Brauerei Locher AG,4.5,4,4,Hefeweizen,3.5,4,
5325,Atwater Hummel Weizen,Atwater Block Brewery,4.5,4,4,Hefeweizen,4,4,
46977,Autumn Wheat,Hurricane Brewing Company,3.5,3.5,3.5,Hefeweizen,3.5,3.5,
40458,Bäuml's Weiße,"Ratsbrauerei ""Zum Bäuml""",3,3,2.5,Hefeweizen,3,3,
28438,Baeren Weizen,Baeren Brauerei,4,4.5,4,Hefeweizen,3,3.5,
21713,Bald Eagle Hefeweizen,Beck's Sports Brewery,4,3.5,4,Hefeweizen,3,3.5,
5085,Barley's Bavarian Wheat,Barley's Brewing Company,4,3.5,4,Hefeweizen,4,4,
5956,Barley's Hefe Weiss,Barley's Brewing Company,3.5,3.5,2,Hefeweizen,3.5,3.5,
48783,Baumer Weizen,Brauerei Baumer,3.5,3,3.5,Hefeweizen,3,3,
6507,Bavarian Heiferweizen,Little Apple Brewing Company,4.5,4,3.5,Hefeweizen,4,4,
9919,Bavarian Weizen,Baron Brewing,4.5,3.5,3.5,Hefeweizen,4,4,
48998,Berghoff Heartland Hefe Weizen,Minhas Craft Brewery,4,4,3.5,Hefeweizen,3,3.5,
33048,Bernstein Weizen,Bad Homburger Brauhaus Graf Zeppelin (Hofgut Kronenhof),4.5,4,4.5,Hefeweizen,4.5,4.5,
7131,Bert Grant's Hefeweizen,Yakima Brewing Co. / Bert Grant's Ales,4.5,4.5,4,Hefeweizen,4.5,4.5,
4190,Big Blonde HefeWeizen,Five Seasons Prado,4.5,3.5,3,Hefeweizen,4.5,4.5,
7390,Big Horn Hefeweizen,Ram International / Humperdinks Restaurant and Big Horn Brewing,5,5,5,Hefeweizen,5,5,
72563,Big Nose Wheat,Big Nose Brewing,2.5,3,3.5,Hefeweizen,2.5,2.5,
4210,Black Diamond Hefeweizen,Black Diamond Brewing Co.,4,4.5,3,Hefeweizen,3.5,4.5,
58095,Blind Pig Hefeweizen,The Blind Pig Brewery,4,3.5,3,Hefeweizen,3.5,3.5,
52420,Blue Hills Hefe-Weissen,Blue Hills Brewery,4.5,4,4,Hefeweizen,4.5,4,
59774,Blue Point Rye Knot Weisse,Blue Point Brewing Company,4,4,3.5,Hefeweizen,4,4,
53231,Blueberry Hefeweizen,Howe Sound Inn & Brewing Company,5,5,5,Hefeweizen,4.5,5,
65995,Blur,Circle Brewing Company,5,5,4.5,Hefeweizen,4.5,4.5,
32325,Bonaventure Hefe Weizen,Bonaventure Brewing,3.5,3,3.5,Hefeweizen,3,3,
21838,Boscos Hefeweizen,Boscos Restaurant & Brewing Co. - Little Rock,4.5,4.5,3,Hefeweizen,3.5,4,
5745,Brewer&#8217;s Gold Hefeweizen,Blackfoot River Brewing Company,4,4,4,Hefeweizen,4,4,
18490,Bruch Weizen,Brauerei G.A. Bruch,4,4,4,Hefeweizen,3.5,4,
36066,Bullfrog Ale,Issaquah Brewhouse,4.5,4.5,4,Hefeweizen,4,4,
11782,Butte Creek Creekside Wheat,Butte Creek Brewing Company,4.5,2.5,3.5,Hefeweizen,4,3.5,
24069,Buzzards Bay Summer Wheat Ale,Buzzards Bay Brewing,4.5,4,4,Hefeweizen,5,4,
54393,Castle Hill Windward Weiss,Coastal Extreme Brewing Co.,4.5,4,4.5,Hefeweizen,4,4.5,
51271,Chai Spiced Hefeweizen,Walldorff Brewpub and Bistro,3.5,4,4,Hefeweizen,4,4,
36263,Chief White Warrior,Rome Street Tavern Grill,4,3,2.5,Hefeweizen,3.5,3.5,
49713,Chip River Weizen,Mountain Town Station Brewing Co. & Steakhouse,4,3.5,2.5,Hefeweizen,3.5,3.5,
23865,Christian Moerlein Hefeweizen,Christian Moerlein Brewing Company,5,4,3.5,Hefeweizen,4,4,
42517,Clove Hefeweizen,SandLot Brewery @ Coors Field,4.5,4.5,3.5,Hefeweizen,4,4.5,
4129,Crop Circle Wheat,Great Dane Pub & Brewing Company (Downtown),5,4.5,4.5,Hefeweizen,4,4.5,
40382,Der Postillon Hefe Weizen,Brauerei Gasthof Hotel Post,2.5,2.5,3,Hefeweizen,2,2.5,
11478,Desert Wheat,P.H. Woods Restaurant & Brewery,3,2,3.5,Hefeweizen,3.5,2.5,
54744,Devassa Sarará,Cervejaria Devassa,4,4,4,Hefeweizen,4,4,
30250,District Hefe Weizen,O'Griff's Irish Pub & Brewhouse,4.5,4,4,Hefeweizen,4,4,
5404,Drake's Wheat Ale,Lind Brewing Company,4,4,4,Hefeweizen,4.5,4.5,
18325,Edgefield Wheat,McMenamins Queen Anne Hill,4,3,3.5,Hefeweizen,3,3.5,
10190,El Heffe,Pearl Street Brewery,4,4,4,Hefeweizen,4,4,
60428,Ellwood Thompson's Hella Heff,Blue & Gray Brewing Co.,3.5,4,3,Hefeweizen,3,3,
5409,Elm City Hefeweizen,Elm City Brewing Co.,4,3.5,4,Hefeweizen,4,3.5,
2002,Empire Hefe Weizen,Empire Brewing Company,5,4,4.5,Hefeweizen,4.5,5,
38579,Erntebier,Turm Bräu,2,1.5,4.5,Hefeweizen,3,2.5,
29926,Erstes Pschennichnoye,Chastnaya Pivovarnya Erstes,2,2.5,4,Hefeweizen,2,2,
11104,Fürstenberg Weizen Hefe Helles,Fürstlich Fürstenbergische Brauerei KG,4,4,4.5,Hefeweizen,4,3.5,
60792,Felsen Brau,Pyraser Bier GmbH & Co. KG,4,4,3.5,Hefeweizen,3.5,3.5,
6712,Flensburger Weizen,Flensburger Brauerei GmbH Und Co. KG,5,4.5,5,Hefeweizen,5,5,
8553,Fliegerweisse,Restaurant Flieger Bräu,5,4,4.5,Hefeweizen,4,4.5,
51878,Fordham New World Wheat,Fordham Brewing Company,4,4,4,Hefeweizen,4,4,
5440,Founders Hefeweizen,Founders Brewing Company,4,3.5,4,Hefeweizen,4,3.5,
42695,Franconia Wheat,Franconia Brewing Company,5,4.5,4,Hefeweizen,4,4,
36944,Front Street Hefeweizen,Front Street Brewery,3.5,3.5,3.5,Hefeweizen,3.5,3,
6292,Gönner Weizen,Maplewood Farms Restaurant & Brewery,4,3.5,4.5,Hefeweizen,3.5,3.5,
11826,German Weiss,Hereford & Hops Restaurant & Brewpub,3,3.5,4,Hefeweizen,2.5,3,
50986,Ghost River Hefeweizen,Ghost River Brewing,5,4.5,4,Hefeweizen,4.5,5,
4922,Golden Meadow,Valkyrie Brewing,2.5,3,2.5,Hefeweizen,3,2.5,
17240,Great White Wheat,Old Market Pub And Brewery,4,4,3.5,Hefeweizen,4,4,
20183,Green Flash Hefeweizen,Green Flash Brewing Co.,5,5,4.5,Hefeweizen,4.5,4.5,
7875,Gristmill Wheat,West Virginia Brewing Company,5,4.5,4.5,Hefeweizen,4,4.5,
3983,Gritty McDuff's Summer Wheat,Gritty McDuff's Brewing Company,4.5,4,4.5,Hefeweizen,4,4.5,
59649,Grizzly Peak El Hefe,Grizzly Peak Brewing Company,4,3.5,4.5,Hefeweizen,4,3.5,
5163,Grizzly Peak Hefeweizen,Grizzly Peak Brewing Company,4.5,5,3.5,Hefeweizen,4.5,5,
36950,Hail Brau,Bull & Bush Pub & Brewery,4.5,3.5,3.5,Hefeweizen,3,3.5,
13186,Hairy Weasel Hefeweizen,Steelhead Brewing Co.,4,4,4,Hefeweizen,4,4,
969,Half Ton Hefeweizen,Thomas Kemper Brewing Co.,3.5,3.5,3.5,Hefeweizen,3.5,3.5,
24161,Half-Life Hefeweizen,Atomic Ale Brewpub And Eatery,3.5,2.5,3.5,Hefeweizen,4,3,
58547,Half-Tanked Hefeweizen,Lander Brewing Company,4,3.5,4,Hefeweizen,3,3,
10013,Happy Heifer Hefeweizen,River City Brewing Co.,3.5,4,4,Hefeweizen,2.5,3.5,
6442,Hartmann Felsenweiße,Brauerei Gasthof Hartmann,3.5,2.5,3.5,Hefeweizen,3.5,3.5,
6542,Hawthorne Hefeweizen,Beer Works,3.5,3,3.5,Hefeweizen,4,3,
9952,Hay Fever Hefeweizen,Brewski Brewing Company,4,3,3.5,Hefeweizen,3.5,3,
34437,Healthy Brew Serenity Wheat,"Healthy Brew, Inc.",2.5,3,3.5,Hefeweizen,3.5,2,
8469,Heartland Weiss,J.T. Whitney's Pub & Brewery,3.5,3.5,3.5,Hefeweizen,3.5,4,
62684,Hefe,The Beer Company,4,3.5,4,Hefeweizen,3.5,4,
66651,Hefe-Dampfbier,The Tap Brewing Company,4,4,4,Hefeweizen,4,4.5,
61221,Hefe-Hawks-Win,Goose Island Beer Co.,4,3.5,4,Hefeweizen,3.5,4,
5435,Hefeweisen,Grand Rapids Brewing Co,4,3.5,3.5,Hefeweizen,3.5,3.5,
43333,Hefeweisse,Tun Tavern,4,3.5,3.5,Hefeweizen,3.5,3.5,
32825,Hefe-Weisse,Heiner Brau,4,3.5,3.5,Hefeweizen,3,3.5,
12476,Hefeweizen With Lemon,Hogshead Brew Pub,2.5,2,2,Hefeweizen,3.5,2.5,
62261,Hefe-Wheat,Bandwagon Brew Pub,3,3.5,3.5,Hefeweizen,4,3,
36460,Heff-a's Weizen,Hoppy Brewing Co.,4.5,3.5,4,Hefeweizen,4.5,4,
35588,Heritage Hefeweizen,Back Street Brewery,3.5,2.5,3,Hefeweizen,2.5,2,
10460,High Country Hefeweizen,Temecula Brewing Company,3.5,4,3,Hefeweizen,3,4,
72125,Highlands Hefeweizen,Kirkwood Station Brewing Company,4,3.5,4.5,Hefeweizen,3.5,3.5,
31180,Highside Hefeweizen,Kannah Creek Brewing Company,5,3.5,4,Hefeweizen,4.5,4,
6785,Hofbräu-Weiße,Lindenbräu am Potsdamer Platz,4.5,4.5,4.5,Hefeweizen,4,4.5,
52284,Home Run Hefeweizen,Montgomery Brewing Company,3,3.5,4,Hefeweizen,3.5,3,
2597,Hook & Ladder Grassfire Wheat,Hook & Ladder Brewing Company (No. 2),3.5,3.5,3.5,Hefeweizen,3,3,
9720,Hook & Ladder Hefeweisen,Fire Station 5 Brewing Company,3.5,3,3.5,Hefeweizen,3.5,3,
26898,Hop Tun Wheat Beer,Dux de Lux,4,4,3.5,Hefeweizen,4,4,
72485,Hopfen Hoppy Hefeweizen,Odell Brewing Company,2.5,4.5,4,Hefeweizen,3.5,1.5,
71241,Hopfer Hefeweizen,Odell Brewing Company,4,4,4,Hefeweizen,4,4,
43205,Hoppily Ever After,Goose Island Beer Co.,4,4,4.5,Hefeweizen,4.5,4,
12882,"Hops Haven Triple ""H"" Hefeweizen",Hops Haven Brew Haus,4.5,3.5,5,Hefeweizen,4,4,
26842,Hoptown Hefe,Hoptown Brewing Company,4.5,3,3.5,Hefeweizen,4,4,
2956,Hough's Neck Hefeweizen,Quincy Ships Brewing Company,4.5,4.5,4,Hefeweizen,4,4,
40317,Hub City Wheat Beer,Hub City Brewing Company,4.5,4,4,Hefeweizen,3,4,
5535,Huckle-weizen,Yellowstone Valley Brewing Co.,4.5,3.5,2,Hefeweizen,4,4.5,
37460,Hugh Hefe,John Harvard's Brewery & Ale House,3.5,3.5,3,Hefeweizen,3.5,4,
480,Hugh Hefeweizen,John Harvard's Brewery & Ale House,4,3.5,3.5,Hefeweizen,4,4,
40105,Hugh Hefeweizen's Playmate Of The Wheat,Silverton Brewery,1,3,3,Hefeweizen,3,1,
25599,Hyde Park Wheat,Hyde Park Brewing Company,4,4,4,Hefeweizen,4,4.5,
31459,Ironman Wheat,Southend Brewery & Smokehouse,4,3.5,4,Hefeweizen,3.5,3,
21402,Irseer Kloster-Urweisse,Irseer Klosterbräu,4,3.5,4,Hefeweizen,3,4,
6981,Isartaler Stationsweizen,Isar Bräu,4.5,5,4.5,Hefeweizen,4,4.5,
6126,J.J.'s Hefeweizen,J.J. Bitting Brewing Company,5,4.5,4.5,Hefeweizen,4.5,5,
19245,Jamesport Hefeweizen,Jamesport Brewing Company Inc.,4,4,3,Hefeweizen,4,4,
34678,Joh. Albrecht Weizen,Brauhaus Joh. Albrecht GmbH,3.5,3,3.5,Hefeweizen,3,3,
25545,Jura Weizen,Jura Bräu,3.5,3.5,3,Hefeweizen,3.5,3.5,
20988,Justus Weizen Hell,Pfungstädter Brauerei,3.5,3.5,3.5,Hefeweizen,3,3,
66536,Kürzer Weizen,Brauerei Kürzer,3,2.5,3,Hefeweizen,2.5,2.5,
24685,Kaiserweiser Hefeweizen,Great Waters Brewing,4.5,4.5,4.5,Hefeweizen,4.5,4.5,
3259,Kelly's Southern Clipper,"Kelly's Caribbean Bar, Grill & Brewery",4.5,4,3,Hefeweizen,4,4,
